id,date,user,pc,activity
{W1Z9-R1NC42MY-3248VKBM},01/04/2010 07:34:58,DTAA/CGM0994,PC-3883,Logon
{I5L3-S2HW07CN-4627RTWS},01/04/2010 07:35:06,DTAA/JSH0598,PC-0563,Logon
{V8X1-O8DC95ZU-5797NKGV},01/04/2010 07:35:09,DTAA/LBD0946,PC-3295,Logon
{Y7U1-B7PK54RS-0009MAKG},01/04/2010 07:35:10,DTAA/CGT0183,PC-3569,Logon
{U2N1-U7OV85SL-4159MWXD},01/04/2010 07:35:29,DTAA/DAW0123,PC-3401,Logon
{P6F8-L8AN16AR-9401EOOA},01/04/2010 07:35:29,DTAA/NDH0524,PC-0379,Logon
{N5T4-M3ZM56AK-8473RTUK},01/04/2010 07:35:31,DTAA/JMS0793,PC-3179,Logon
{Y9C9-J1RF58KR-6872VHFP},01/04/2010 07:35:34,DTAA/KAG0880,PC-4400,Logon
{V3T0-O9CG01YR-7630LDYC},01/04/2010 07:35:35,DTAA/BCR0547,PC-1588,Logon
{B6W7-T4OY30TH-7442KRWV},01/04/2010 07:35:35,DTAA/MND0675,PC-4228,Logon
{J9L1-Q0BG65WU-7545CKYI},01/04/2010 07:35:39,DTAA/CDK0329,PC-1183,Logon
{V8Q8-K2KA14RT-2406IBYP},01/04/2010 07:35:46,DTAA/BAB0505,PC-0939,Logon
{S1F2-K6DK91GS-4876MYEQ},01/04/2010 07:35:53,DTAA/RCF0540,PC-1493,Logon
{G6V0-I9GQ46DY-4311DBTY},01/04/2010 07:36:03,DTAA/RZW0369,PC-0825,Logon
{N1S2-Y2WT67QR-7684GYGM},01/04/2010 07:36:05,DTAA/SMD0773,PC-1075,Logon
{G2Z4-N6TE19HG-1466PUDO},01/04/2010 07:36:08,DTAA/LMJ0323,PC-2875,Logon
{M4Q2-A1TY58BQ-0561YOLW},01/04/2010 07:36:09,DTAA/SWM0768,PC-0942,Logon
{G8C4-Y6FL32KI-2303AYNM},01/04/2010 07:36:09,DTAA/ANS0172,PC-2718,Logon
{W5U7-G5HW02QU-6022XONZ},01/04/2010 07:36:14,DTAA/AFO0022,PC-2218,Logon
{J8S4-V9GS52GK-0082HIIS},01/04/2010 07:36:27,DTAA/IAC0264,PC-0445,Logon
{Z5R1-Y8OV08QA-1314ITBD},01/04/2010 07:36:28,DTAA/KAD0059,PC-4031,Logon
{P4Y4-L2LQ15TO-2104AXMG},01/04/2010 07:36:34,DTAA/GDJ0631,PC-4239,Logon
{P4H0-C5CG96SL-0694XIVB},01/04/2010 07:36:42,DTAA/QAM0113,PC-0094,Logon
{D3B1-R9YE97EX-9857GSAD},01/04/2010 07:36:42,DTAA/FES0933,PC-2567,Logon
{G2W1-I3MO25GB-1117YIOT},01/04/2010 07:36:48,DTAA/SJC0487,PC-0996,Logon
{X1K7-J6QI34RW-8767WCET},01/04/2010 07:36:54,DTAA/PRH0825,PC-0921,Logon
{B7Y7-C3VD25BV-0649UKOJ},01/04/2010 07:37:04,DTAA/SJB0751,PC-4002,Logon
{U9J1-C5WO21FW-1205FEYO},01/04/2010 07:37:06,DTAA/MCR0375,PC-0281,Logon
{X0A3-V2AI69VM-4500KZAK},01/04/2010 07:37:08,DTAA/IHF0040,PC-4092,Logon
{J6P5-X8JK41JZ-1748HMGK},01/04/2010 07:37:22,DTAA/JJB0720,PC-0305,Logon
{R1U6-E4US34HO-1063CXSQ},01/04/2010 07:37:24,DTAA/KIN0073,PC-3757,Logon
{G6T5-E5GY64XY-0588ADBT},01/04/2010 07:37:25,DTAA/CGM0343,PC-3039,Logon
{M1F6-Q6QW73OE-1827GPZI},01/04/2010 07:37:27,DTAA/CKW0622,PC-4507,Logon
{B9C2-F3LT87TV-8141EGWL},01/04/2010 07:37:37,DTAA/MGB0728,PC-2929,Logon
{B8C6-C3FA30PC-5328LUHC},01/04/2010 07:37:45,DTAA/IMB0473,PC-4682,Logon
{A6N9-D5VK97CX-7245PVFQ},01/04/2010 07:37:50,DTAA/AAA0371,PC-1689,Logon
{W3R8-I8MQ81FV-0916DPWE},01/04/2010 07:37:50,DTAA/HJP0784,PC-0028,Logon
{R1N0-V3RK64IQ-5143WFKJ},01/04/2010 07:37:58,DTAA/NDM0893,PC-0322,Logon
{D0S0-W0VH50QT-5543OSDO},01/04/2010 07:37:58,DTAA/MRL0518,PC-2827,Logon
{N5F6-L5XC10CJ-5149BZNR},01/04/2010 07:38:08,DTAA/DAR0341,PC-0718,Logon
{Z1B7-U0MQ73ZE-6080ROJJ},01/04/2010 07:38:12,DTAA/ZKE0662,PC-0434,Logon
{M9L3-R1YK46GV-4615YPWF},01/04/2010 07:38:15,DTAA/CCB0366,PC-3560,Logon
{O1W9-N3HY60KU-9773TJRP},01/04/2010 07:38:18,DTAA/KKW0945,PC-2333,Logon
{X1T8-H7IT29QM-4205HPFY},01/04/2010 07:38:20,DTAA/DRM0312,PC-2580,Logon
{F0D6-F1ZE60DC-9821EJCR},01/04/2010 07:38:30,DTAA/CMC0814,PC-2160,Logon
{M7H3-N5MP34UL-7396FVJI},01/04/2010 07:38:31,DTAA/SHS0608,PC-1394,Logon
{E7W6-D7PZ16CT-2698FENB},01/04/2010 07:38:32,DTAA/ALC0244,PC-3992,Logon
{D7F0-N0VO35RA-7554HNGN},01/04/2010 07:38:33,DTAA/MIK0034,PC-0845,Logon
{O6P0-F7NZ80FT-4045YPGX},01/04/2010 07:38:41,DTAA/AJN0804,PC-0585,Logon
{R7V2-S8CJ32GP-5433HADI},01/04/2010 07:38:46,DTAA/MQL0135,PC-4656,Logon
{W3L5-P6FV68TX-5179HREP},01/04/2010 07:38:49,DTAA/BKM0116,PC-3391,Logon
{Z2W0-J8LA66AN-5306AQNG},01/04/2010 07:38:55,DTAA/NBT0479,PC-2462,Logon
{B8E4-W7BR25HJ-3225DWQL},01/04/2010 07:39:14,DTAA/CEB0718,PC-3656,Logon
{R8Q6-K4YU61YD-4439DKID},01/04/2010 07:39:16,DTAA/ATJ0284,PC-4337,Logon
{U0Y4-V6ZM90NG-4287NPGW},01/04/2010 07:39:19,DTAA/ACL0865,PC-0124,Logon
{C4Q6-G9JW46WR-5038KRNU},01/04/2010 07:39:29,DTAA/HDB0655,PC-2605,Logon
{G6I3-I7YQ08VL-5893MCPE},01/04/2010 07:39:35,DTAA/USB0641,PC-1302,Logon
{K1Z5-A2HC84RS-1078EVDI},01/04/2010 07:39:37,DTAA/HKO0796,PC-1069,Logon
{E2O4-C3WF84SZ-2030IXPI},01/04/2010 07:39:42,DTAA/SAE0683,PC-0827,Logon
{V3R5-Z5GF73UL-9192INQL},01/04/2010 07:39:48,DTAA/SHT0953,PC-1822,Logon
{F5V5-R6PE80ZJ-6254TAOV},01/04/2010 07:39:48,DTAA/NNB0443,PC-4625,Logon
{D9M2-M1CJ46JW-4098KJDU},01/04/2010 07:39:52,DTAA/YCB0967,PC-0799,Logon
{P8A1-S2QO58AT-2244CJDM},01/04/2010 07:40:53,DTAA/MVW0630,PC-2005,Logon
{Y0C6-W5GW68JH-2559FPXI},01/04/2010 07:41:06,DTAA/MHM0988,PC-4093,Logon
{H9O7-N4ZY55DV-8026TWVI},01/04/2010 07:41:08,DTAA/EAR0695,PC-4039,Logon
{H3X1-T6NC07OO-2708MRUL},01/04/2010 07:41:11,DTAA/PVW0713,PC-4069,Logon
{H4T6-B3FN74DR-7540QFVS},01/04/2010 07:41:17,DTAA/RDH0117,PC-2188,Logon
{F8S7-R0MR60TM-4287FNSR},01/04/2010 07:41:29,DTAA/HIP0929,PC-3338,Logon
{S4W9-L6JX75PS-9343KCMS},01/04/2010 07:41:32,DTAA/OJG0866,PC-2583,Logon
{E2Q1-E0FX98QE-3348XGLP},01/04/2010 07:41:48,DTAA/HKG0503,PC-0131,Logon
{Z4F2-G0ON79HP-8245TTGH},01/04/2010 07:41:50,DTAA/MJM0469,PC-1592,Logon
{F7K1-C3PV39MI-7496LBLQ},01/04/2010 07:42:05,DTAA/CVW0133,PC-0282,Logon
{D8A3-W4LL38WS-0516RYQO},01/04/2010 07:42:11,DTAA/MVL0885,PC-0196,Logon
{T3D4-V4RY52MY-1023YZMP},01/04/2010 07:42:17,DTAA/DCC0600,PC-4072,Logon
{V5W2-Q0GU58QA-4526WLBH},01/04/2010 07:42:19,DTAA/BLB0079,PC-1320,Logon
{F1N4-C2DP98LU-1936KRRM},01/04/2010 07:42:27,DTAA/PRB0568,PC-0080,Logon
{R0M4-I0VP06AG-0807GXQM},01/04/2010 07:42:39,DTAA/OSH0281,PC-2027,Logon
{P1O5-Y5LF53WY-5296WENI},01/04/2010 07:42:42,DTAA/BIM0736,PC-2520,Logon
{D0Y1-D1PG56MR-4062HXDX},01/04/2010 07:42:50,DTAA/VFP0669,PC-1717,Logon
{I4D5-C3FM59ZY-6312DZBK},01/04/2010 07:43:01,DTAA/GMS0949,PC-0240,Logon
{D3I8-L9WI34OG-0756VGEX},01/04/2010 07:43:04,DTAA/QNC0832,PC-0711,Logon
{X2N8-C7LW17AM-4444BLII},01/04/2010 07:43:09,DTAA/JZV0159,PC-0381,Logon
{Z1G7-E7DE90FX-6247CKJU},01/04/2010 07:43:11,DTAA/LAL0170,PC-2598,Logon
{X0S9-K3RC50JT-8315BOBW},01/04/2010 07:43:22,DTAA/MCM0346,PC-2974,Logon
{F1E6-A8MY38KO-8582ILLE},01/04/2010 07:43:27,DTAA/LBC0422,PC-1535,Logon
{Y0R9-M5MC83JV-3272GAMR},01/04/2010 07:43:32,DTAA/DBF0903,PC-2783,Logon
{R7J4-D6NI04YR-7006QGRK},01/04/2010 07:43:35,DTAA/JRP0458,PC-4705,Logon
{U6I3-X5PK49IK-8653PFEX},01/04/2010 07:43:49,DTAA/RKD0255,PC-2236,Logon
{Y1P4-S8HF20PC-1301CYMQ},01/04/2010 07:43:50,DTAA/CBR0439,PC-4135,Logon
{K2E7-P9YM15FO-8038AWRF},01/04/2010 07:44:00,DTAA/JMR0906,PC-1037,Logon
{R9Q9-O2JV55YP-9095NIQD},01/04/2010 07:44:18,DTAA/CSD0739,PC-3393,Logon
{C7Q9-H5YG32GS-6055GYMU},01/04/2010 07:44:32,DTAA/BPB0808,PC-0969,Logon
{T5F4-I6SZ44QI-5435LOJI},01/04/2010 07:44:35,DTAA/JDR0685,PC-2507,Logon
{M6A0-S8ZE57PJ-2951NFPR},01/04/2010 07:44:35,DTAA/KSB0673,PC-0847,Logon
{U2H9-A8GE49KB-7896ZZPI},01/04/2010 07:44:53,DTAA/ERP0254,PC-3959,Logon
{W8T0-G6BQ50HD-1549CWWU},01/04/2010 07:45:01,DTAA/AFG0122,PC-4492,Logon
{Z2R1-B6AR49MI-6101JABX},01/04/2010 07:45:02,DTAA/SKH0467,PC-1582,Logon
{L0V9-D0HO44JL-4445AFAQ},01/04/2010 07:45:12,DTAA/AMM0661,PC-1628,Logon
{F5V3-Y0EV30FR-8626NFIK},01/04/2010 07:45:25,DTAA/DEP0563,PC-4319,Logon
{N0V0-W1UU89XV-9980ALFU},01/04/2010 07:45:28,DTAA/KLS0717,PC-3136,Logon
{V2P2-I1QT83BY-0622UYIF},01/04/2010 07:45:33,DTAA/BBM0499,PC-4683,Logon
{V6C7-B6GP15BB-3582LZVA},01/04/2010 07:45:48,DTAA/BTW0973,PC-4462,Logon
{K8U9-T6NX72HC-5625YZMS},01/04/2010 07:45:52,DTAA/TPC0102,PC-1945,Logon
{H7X9-G8ME12OW-8411PYNI},01/04/2010 07:45:58,DTAA/IIR0475,PC-0231,Logon
{U2F3-V8BY16GO-6637HDUA},01/04/2010 07:46:06,DTAA/SSH0085,PC-0903,Logon
{Z8V5-C7AW32SF-8951AIVX},01/04/2010 07:46:06,DTAA/GBR0420,PC-4664,Logon
{H0A3-D4PZ47TZ-1007RTSC},01/04/2010 07:46:14,DTAA/ZCH0336,PC-2554,Logon
{O8L6-D8DV43YF-3245SYHP},01/04/2010 07:46:37,DTAA/VCG0663,PC-2219,Logon
{J4L0-Q6CU91QZ-1919BTXU},01/04/2010 07:46:45,DTAA/SCJ0498,PC-3235,Logon
{N9H7-U9AW54AJ-0902EVEP},01/04/2010 07:46:48,DTAA/ALW0250,PC-3904,Logon
{Y9H1-E4AA57NP-7922WRLX},01/04/2010 07:46:51,DTAA/RQH0770,PC-4225,Logon
{E7I1-P2SO64BW-5719FTKM},01/04/2010 07:47:12,DTAA/AJM0302,PC-3902,Logon
{C7A8-Q4MR75QL-0786XWKK},01/04/2010 07:47:12,DTAA/CAH0921,PC-3582,Logon
{A0P0-O6RU44BI-2651ANUC},01/04/2010 07:47:25,DTAA/PKM0411,PC-0224,Logon
{Y4K5-A0IL67KQ-1229VYDC},01/04/2010 07:47:30,DTAA/SKP0270,PC-0101,Logon
{H1X0-M7MM85PY-9888FIED},01/04/2010 07:47:39,DTAA/XCB0445,PC-2710,Logon
{R9S3-Y5DH16YY-9589YYPV},01/04/2010 07:47:44,DTAA/ARS0993,PC-2033,Logon
{W6U7-A8WK42KE-8913ZYOK},01/04/2010 07:47:49,DTAA/NJM0476,PC-3983,Logon
{U1R6-H4AE69PJ-2844QCQQ},01/04/2010 07:47:59,DTAA/FJC0138,PC-4335,Logon
{T8I2-W2EX74KG-0852MECT},01/04/2010 07:48:04,DTAA/IAH0822,PC-3293,Logon
{R8Q1-B8VC58ZY-7327SYSZ},01/04/2010 07:48:10,DTAA/RVM0826,PC-1914,Logon
{V4D8-Z8QK90OX-0471OAOB},01/04/2010 07:48:11,DTAA/TGC0670,PC-4332,Logon
{W0Q8-Z0EL05AU-5191VUOO},01/04/2010 07:48:16,DTAA/TZB0870,PC-2534,Logon
{U4E2-P1DD54CW-7038BIIR},01/04/2010 07:48:20,DTAA/JMR0955,PC-1213,Logon
{V1T1-T1EU48HX-3852YPAF},01/04/2010 07:48:27,DTAA/AMS0897,PC-0508,Logon
{M6K6-T2OV22DW-4099QKJW},01/04/2010 07:48:52,DTAA/AMM0340,PC-0831,Logon
{M4I9-I1KZ62NM-9430SBXT},01/04/2010 07:49:06,DTAA/SML0086,PC-1586,Logon
{H1F2-D7JQ03DL-6334VFSK},01/04/2010 07:49:25,DTAA/JHM0408,PC-2344,Logon
{T1R8-R2EC36YT-5134ZMCX},01/04/2010 07:49:44,DTAA/FCG0115,PC-0472,Logon
{B0H7-J4DR34NN-4855XYIF},01/04/2010 07:50:05,DTAA/MED0748,PC-1212,Logon
{A3R6-E0FO32GQ-9962DCSJ},01/04/2010 07:50:08,DTAA/VMM0309,PC-0574,Logon
{Y1P3-N7OA72PE-6660WPCU},01/04/2010 07:50:09,DTAA/ARS0993,PC-2033,Logoff
{S5L9-W9SW49NU-8021KGLY},01/04/2010 07:50:11,DTAA/RLE0844,PC-3714,Logon
{T8M4-N7GF38OB-4159VJSS},01/04/2010 07:50:11,DTAA/RDG0350,PC-3040,Logon
{T5H2-T1PP58QN-6141XAYJ},01/04/2010 07:50:14,DTAA/ARR0977,PC-1074,Logon
{H6P9-F9TV84PS-0928MPYC},01/04/2010 07:50:14,DTAA/FDP0500,PC-4873,Logon
{R9Q5-D5AS81VP-0371QGBU},01/04/2010 07:50:16,DTAA/MCM0090,PC-1436,Logon
{G4A4-K3HI61FI-9255TSBW},01/04/2010 07:50:24,DTAA/ASR0539,PC-3622,Logon
{C9J8-S0DG33EX-9684THHW},01/04/2010 07:50:29,DTAA/EDC0357,PC-0478,Logon
{P8I3-F3VJ92FF-4569MGZP},01/04/2010 07:50:30,DTAA/BIR0534,PC-1834,Logon
{L6F3-X2JX99EK-2236HDIO},01/04/2010 07:50:34,DTAA/MVP0572,PC-3653,Logon
{H1H9-I5IL76RX-1902XTST},01/04/2010 07:50:34,DTAA/TEG0502,PC-4566,Logon
{S6X3-V7OK51OL-9621YEDJ},01/04/2010 07:50:45,DTAA/SJC0735,PC-3261,Logon
{W9C4-U6RC39AB-4868MUDF},01/04/2010 07:50:49,DTAA/JLC0711,PC-3462,Logon
{L3V6-U9PQ57EA-1435LOED},01/04/2010 07:50:50,DTAA/DIS0382,PC-2501,Logon
{Y4E8-O2DX63UW-8827EYMP},01/04/2010 07:50:51,DTAA/SAP0304,PC-1331,Logon
{V6A4-G8HJ41OJ-2215ZPWS},01/04/2010 07:50:53,DTAA/TRP0068,PC-0666,Logon
{C0V6-A1UI77SD-5536PGSB},01/04/2010 07:50:57,DTAA/GTJ0243,PC-1337,Logon
{E4Z8-P3IU18AV-3791XEBJ},01/04/2010 07:51:02,DTAA/RLS0935,PC-0300,Logon
{P3V7-N4XS30PM-3209JARS},01/04/2010 07:51:06,DTAA/GYT0279,PC-2791,Logon
{I6T6-M3HQ91BL-6911JSXC},01/04/2010 07:51:09,DTAA/SDC0032,PC-3081,Logon
{R2P5-D1BQ68SU-8792HXJJ},01/04/2010 07:51:12,DTAA/QGM0222,PC-1214,Logon
{Y0V1-W1HH40MY-0859PKFR},01/04/2010 07:51:12,DTAA/HCJ0171,PC-0149,Logon
{U9S1-B3NO39QR-2607IEFS},01/04/2010 07:51:14,DTAA/EKB0587,PC-0136,Logon
{L0P2-A3EX29NJ-6528WSZB},01/04/2010 07:51:17,DTAA/ASS0824,PC-4842,Logon
{M0L4-U9YL85NP-6229ASVP},01/04/2010 07:51:17,DTAA/MSH0322,PC-1066,Logon
{M3M9-I9CC54AZ-9967CCXE},01/04/2010 07:51:23,DTAA/YCB0005,PC-3392,Logon
{A9C7-Z2LC79LU-1317DIOZ},01/04/2010 07:51:26,DTAA/WTA0867,PC-1522,Logon
{N7R2-X9OQ53VL-6691XQTO},01/04/2010 07:51:27,DTAA/JBS0483,PC-4011,Logon
{X4B8-U5ZI95OE-7197QIJC},01/04/2010 07:51:27,DTAA/BGV0046,PC-3080,Logon
{U9S5-Y8TA59AZ-9754SCIX},01/04/2010 07:51:28,DTAA/TUA0298,PC-3426,Logon
{G0C9-Z9KS65VM-1102STOU},01/04/2010 07:51:35,DTAA/SKW0871,PC-1529,Logon
{A8O7-P1IZ16YH-9729OOIG},01/04/2010 07:51:41,DTAA/TPC0102,PC-4465,Logon
{F6E2-L0ZM87PV-7858QYZU},01/04/2010 07:51:42,DTAA/RIG0024,PC-3418,Logon
{L9O2-A7DC50PF-8406UTKK},01/04/2010 07:51:48,DTAA/CMU0028,PC-4253,Logon
{X1N9-N2DU43CL-1648ZHBH},01/04/2010 07:51:51,DTAA/ABD0833,PC-1771,Logon
{S7Y1-L2CB10KW-6891VQTW},01/04/2010 07:51:54,DTAA/KGC0456,PC-4369,Logon
{V1A2-N4WU12XO-2825OOGK},01/04/2010 07:51:57,DTAA/RXE0207,PC-0650,Logon
{M3W8-A6QJ23KM-0356AEHE},01/04/2010 07:51:58,DTAA/HRK0729,PC-2210,Logon
{H1K1-O0XE99ZK-5123UAVO},01/04/2010 07:51:59,DTAA/TSM0130,PC-0633,Logon
{M2H1-X7PS40TP-1773BMMK},01/04/2010 07:52:02,DTAA/ARS0993,PC-3965,Logon
{M3M2-X1EH11ST-4899ZMKE},01/04/2010 07:52:02,DTAA/SLM0589,PC-2346,Logon
{A8U6-C9SE87AQ-8242FSNZ},01/04/2010 07:52:05,DTAA/SJA0691,PC-3231,Logon
{O7R2-E7KB99RI-6716YZHI},01/04/2010 07:52:08,DTAA/GDG0184,PC-1808,Logon
{O3U4-L5LU89IJ-2213ZAVC},01/04/2010 07:52:08,DTAA/DJC0162,PC-3232,Logon
{A8Z3-M5UX58OU-0272ZFWO},01/04/2010 07:52:08,DTAA/ESB0080,PC-2529,Logon
{L5Q1-D3HR36DF-2380ORFF},01/04/2010 07:52:10,DTAA/KJG0378,PC-4895,Logon
{Q4E0-C5PF51GG-8974HIYP},01/04/2010 07:52:11,DTAA/MJP0603,PC-4040,Logon
{J7K1-F8DO04QI-9644OSYI},01/04/2010 07:52:11,DTAA/FMF0197,PC-2601,Logon
{J6I5-U2YC06PW-3840TZLF},01/04/2010 07:52:14,DTAA/AHD0147,PC-2753,Logon
{F4D5-L7AN87BS-4387WHOI},01/04/2010 07:52:20,DTAA/HRT0737,PC-0002,Logon
{B7Z2-Z0VZ32UH-9007ODJP},01/04/2010 07:52:22,DTAA/LJR0772,PC-3780,Logon
{S5U0-B8VQ82TZ-3360KKAY},01/04/2010 07:52:29,DTAA/ASO0023,PC-3990,Logon
{Q3E5-S3GC93YV-8637CMCS},01/04/2010 07:52:32,DTAA/DCF0307,PC-2881,Logon
{B5G7-P7ZE26DQ-2527ASFO},01/04/2010 07:52:40,DTAA/AAR0508,PC-1469,Logon
{U6A1-Z1OO32YF-9918VQPR},01/04/2010 07:52:44,DTAA/AGF0088,PC-3721,Logon
{Z0B4-N6EQ93BK-3520NKZA},01/04/2010 07:52:45,DTAA/WBW0591,PC-0249,Logon
{N2A4-P2VD19KT-3436LEBD},01/04/2010 07:52:48,DTAA/EWR0504,PC-4580,Logon
{F2E2-J2YA38AJ-7942HCNA},01/04/2010 07:52:49,DTAA/BAH0774,PC-4573,Logon
{Q8S8-S1HX00NE-5157LLIV},01/04/2010 07:52:51,DTAA/LCG0546,PC-0030,Logon
{Q8G7-V1ME18VX-8304TFZP},01/04/2010 07:52:54,DTAA/UAD0165,PC-1441,Logon
{E0V7-U8BK20EH-3526HAHL},01/04/2010 07:53:00,DTAA/CTR0537,PC-1160,Logon
{D0B4-U7SB40YZ-0526SAMK},01/04/2010 07:53:00,DTAA/DJW0368,PC-2518,Logon
{U5V2-V8LT26RW-4742YIKO},01/04/2010 07:53:01,DTAA/AQG0678,PC-1127,Logon
{B7R8-J6AK96MA-3807ZWKU},01/04/2010 07:53:07,DTAA/MDT0356,PC-0029,Logon
{H4B4-O3RY43PI-9696OHFV},01/04/2010 07:53:08,DTAA/KKT0039,PC-4115,Logon
{H5J7-U9WR18IS-2884GAHY},01/04/2010 07:53:09,DTAA/JRM0902,PC-0517,Logon
{Q2K6-P4FI42GZ-2875PVDB},01/04/2010 07:53:09,DTAA/SAS0601,PC-0262,Logon
{R2O0-W6NO51GW-2116RBVL},01/04/2010 07:53:13,DTAA/HAS0430,PC-4046,Logon
{L4Z2-Y6KO43ZQ-7262FUWI},01/04/2010 07:53:14,DTAA/SIR0586,PC-2044,Logon
{P0D9-D0QS34VP-0204CEMW},01/04/2010 07:53:15,DTAA/CSB0363,PC-4890,Logon
{Y3Z5-Z9OG84RQ-5228IBDT},01/04/2010 07:53:18,DTAA/ASP0799,PC-0560,Logon
{P7S8-C6WW83RZ-0379IMBD},01/04/2010 07:53:24,DTAA/SPK0818,PC-1938,Logon
{U2X4-I4TY07SI-5640HCBP},01/04/2010 07:53:25,DTAA/HCP0315,PC-3058,Logon
{D8F6-B8WM02OU-9720NGXL},01/04/2010 07:53:25,DTAA/CGH0125,PC-3257,Logon
{B8S9-J9TT69YY-5246XIVJ},01/04/2010 07:53:28,DTAA/RKC0733,PC-2354,Logon
{X5M0-F0WE35DV-8533QUPU},01/04/2010 07:53:36,DTAA/ROC0257,PC-4759,Logon
{I7E5-T3UQ21SL-8229QJBS},01/04/2010 07:53:37,DTAA/MKG0273,PC-1174,Logon
{G4V2-W5JP20TK-5161LQUK},01/04/2010 07:53:39,DTAA/KTC0285,PC-2121,Logon
{L6X7-X2NE94NM-0259ORJY},01/04/2010 07:53:39,DTAA/ABL0836,PC-4639,Logon
{Y6I3-E7ZF19DU-9134SSEQ},01/04/2010 07:53:42,DTAA/MPA0136,PC-3675,Logon
{B2G6-P1EL81LY-1607ESVS},01/04/2010 07:53:48,DTAA/KPS0299,PC-3726,Logon
{B4F7-Z2JR24FX-8187IPNQ},01/04/2010 07:53:52,DTAA/ARF0269,PC-0376,Logon
{V8Y6-O8TP71UO-9753DSPT},01/04/2010 07:53:54,DTAA/EOS0972,PC-4981,Logon
{J3H2-X8UF42QP-1111EMJL},01/04/2010 07:53:56,DTAA/UBB0186,PC-1740,Logon
{L5L1-U2GD22NQ-6293BHWU},01/04/2010 07:53:57,DTAA/BSG0869,PC-0245,Logon
{B8U2-J5JU04TL-5393ESHX},01/04/2010 07:53:58,DTAA/VUF0522,PC-3818,Logon
{O8I7-E8SE51KO-4511JTLQ},01/04/2010 07:53:58,DTAA/LVC0027,PC-1310,Logon
{H6O6-C6EZ20DY-3752SWWQ},01/04/2010 07:54:01,DTAA/ASC0132,PC-2960,Logon
{O2J0-K8WR05MR-2491ZGIJ},01/04/2010 07:54:02,DTAA/DLM0723,PC-0290,Logon
{L9N5-S8BL34PD-7477XZKS},01/04/2010 07:54:03,DTAA/APC0769,PC-0530,Logon
{F0M2-J9YA91CK-3619BGEH},01/04/2010 07:54:06,DTAA/CTH0856,PC-4677,Logon
{B4D8-M4ZA60QC-1792WXEC},01/04/2010 07:54:11,DTAA/VIR0488,PC-0198,Logon
{N9B6-V8AK66ZD-6911JZRT},01/04/2010 07:54:13,DTAA/NMC0251,PC-0318,Logon
{D5Q5-V4AT87FA-7938GXNQ},01/04/2010 07:54:19,DTAA/BDH0038,PC-0877,Logon
{L6W1-V3VS45AJ-3125KEIU},01/04/2010 07:54:22,DTAA/JCL0752,PC-4681,Logon
{J5N9-K6CS92DQ-2925EAWL},01/04/2010 07:54:25,DTAA/JAH0544,PC-4081,Logon
{L7F4-A6OQ59HI-7003SBHD},01/04/2010 07:54:27,DTAA/BZM0434,PC-4720,Logon
{L7Z4-R0ES39CV-4825BUOQ},01/04/2010 07:54:33,DTAA/CAV0757,PC-4872,Logon
{N0E2-W3SF87MJ-8323DBCL},01/04/2010 07:54:40,DTAA/ARM0416,PC-1249,Logon
{T8V4-L6PL51RR-4046NBQE},01/04/2010 07:54:43,DTAA/PSP0555,PC-0017,Logon
{N7J0-V2CN19YP-0888MBBF},01/04/2010 07:54:43,DTAA/XKR0971,PC-1355,Logon
{K0L2-T1PD81ER-1821OYSN},01/04/2010 07:54:53,DTAA/EDW0137,PC-1300,Logon
{F0P9-O5LD48LR-3153PDLC},01/04/2010 07:54:55,DTAA/KMC0840,PC-4658,Logon
{V8I9-M2UH08AK-7649ZRCE},01/04/2010 07:54:56,DTAA/JAD0531,PC-0578,Logon
{A7H5-Z1SM03HJ-8116TMCK},01/04/2010 07:55:01,DTAA/AMM0830,PC-2202,Logon
{F7G1-B5SP32QV-1496TPEO},01/04/2010 07:55:06,DTAA/GHB0863,PC-2847,Logon
{G8L2-O5VB15EO-1821DURG},01/04/2010 07:55:06,DTAA/KEE0997,PC-3083,Logon
{L0Y7-T5NB51RA-4419DXQU},01/04/2010 07:55:16,DTAA/MSK0862,PC-3506,Logon
{T8Z8-Y3SN49IR-8695ROTK},01/04/2010 07:55:17,DTAA/LID0942,PC-3769,Logon
{X5G4-P4OD78AR-2941NCIZ},01/04/2010 07:55:31,DTAA/CHM0645,PC-1775,Logon
{Z3N0-F1WP54YN-8641KSGZ},01/04/2010 07:55:32,DTAA/ARK0026,PC-2707,Logon
{R4X0-P7DA85PH-5468CJVR},01/04/2010 07:55:36,DTAA/BNM0353,PC-0237,Logon
{Q4B8-J1HA84MA-7772FXIX},01/04/2010 07:55:45,DTAA/HCR0525,PC-3993,Logon
{F9W7-N1PB20MB-2121CSFV},01/04/2010 07:55:45,DTAA/LRH0747,PC-2216,Logon
{L9O6-S4HI57AJ-2226KLSG},01/04/2010 07:55:52,DTAA/BAE0444,PC-3270,Logon
{M1V6-X9CD92QT-1510TDOS},01/04/2010 07:56:06,DTAA/FCT0552,PC-3545,Logon
{S3Q8-X3ZP05PM-0845TVBC},01/04/2010 07:56:24,DTAA/LDB0961,PC-4678,Logon
{F0O2-R4EB95EP-7872OVKT},01/04/2010 07:56:26,DTAA/IMF0700,PC-2651,Logon
{U7R5-I4FQ24GX-0884ZTXZ},01/04/2010 07:56:27,DTAA/SSV0560,PC-1609,Logon
